Type;Udbudsform;Energimærke;Varmekilde;Byggeår;Rum;Bad;Toilet;Boligareal;Garage;Grundareal;Kontantpris;Ejerudgift;address;description;zip code;Ombygget;Kælder;Carport;Plan;Udhus;Disp. rum;Fritliggende overdækning;Anneks;Udestue;210;Orangeri;Lager;Lysthus;Drivhus;Bygning til lager;Etage;Overdækket areal;Ukendt bygning;Overdækning;overdækning;Erhverv;Bygning til detailhandel;Tiloversbleven landbrugsbygning;Værksted;Skur;Gammel mølle - bygning til fritidsformål;Ukendt;Fritliggende enfamiliehus;Fritliggende udestue;Overdækket terrasse;Bygning til industri uden integreret produktionsapparat;Nørrebro 8B, stuen Værksted ;Unnamed: 48;Anden bygning til landbrug mv.;Maskinhus, garage mv.;Pejsestue;Anneks i tilknytning til helårsbolig.;Lade til halm, hø mv.;Garage/udhus;Overdækkede arealer;Hønsehus;Carport/Udhus ;Legehus;Drivhus 2;Brændeskur;Bygning til kontor;Lade til foder, afgrøder mv.;Hundehus;Altan;Carport/Udhus;Voliere;Cykelskur;Udhus/stald;Væksthus;Hal/værksted mv.;Seniorhus;Swimming pool;Dobbelthus;hobbyrum/indbygget udhus;stue/udestue;Anneks med erhvervsstatus;Vindfang;overdækket areal;garage/udhus;værksted;maskinhus, garage mv.;Stald til svin;Bageri lokale;Bolig;Carport/udhus;Anden bygning til helårsbeboelse;Værksted/erhverv;Beboelse;garage;Carport/skur;Overdækket terrasse ;Erhverv - Værksted/Lade bygning;Erhvervsareal;Stald til kvæg, får mv.;Kælder under garage;Erhvervsdel;Udhus (gildesal);Indendørs swimmingpool rum;Garage i kælder;Udhus og garage;Maskinhus;Havepavillion;Erhverv. Heraf er 30m² udhus inkluderet.;Værksted/udhus;Anden bygning til institutionsformål;Fordelingstal:   238/710;Bygning til parkering af flere end to køretøjer i tilknytning til boliger;Lagerbygning;Bygning til parkering- og transportanlæg;Brændehus;Overdækning/brændeskur;Vaskehus;Fyrrum;Udhus med indbygget carport;Garage med indbygget udhus på 62 kvm;udhus med indbygget carport på 21 kvm;Uudmyttet loftsrum;Overdækket arealt;Lade/garage;Stald;Kælder i maskinhus;Erhvervsareal/udhuse;Sommerhus;Anden bygning til fritidsformål;Badeværelse i kælder godkendt til beboelse;Redskabsrum;Overdækket indgangsparti;Privat servicevirksomhed som frisør, vaskeri, netcafé mv.;Fællesrum i bygning 2 (værksted) ;Udhus/Værksted;Overdækket areal ;Lysthus (ikke registreret på BBR);Garage (ikke registreret på BBR);Stald til fjerkræ;Garage/Værksted;Lejlighed;Fritliggende udhus;Minkhal;Butiks/kontorlokale;Leje pr. md.;Depositum;Andel fælleshus;Overdækket terrasse jf. fælles BBR;Parkeringspergola;depot;Depot i kælder;Depotrum i kælder;Fælles trappeareal;pulterrum;kælder;Kælderrum;altan;Altan ;Kælderum ;Pulterrum;depotrum;Altan på ca. 6m2;kælderrum;altan/tagterrasse;tagterrasse;Pulterrum i kælder;Loftrum;Depotrum ;Depotrum;Loftværelse ;Loftsrum;Strygestue;Skabsrum;Viktuolierum;Pulterrum på loftet;Altan/terrasse;fælles adgangsareal;tagetage;areal af åben altan/tagterrasse;balkonareal;altan/terrasse;udestue;Areal af åben/tagterrasse;Andel i fællesareal;hems og loftrum;Købspris;Teknisk Pris;Ydelse;Overdækket altan;Udestue ;Lade;"Maskinhus&nbsp;";Staldbygning;Lade og garage;Hestestald;Ridehal;(UDFASES) Bygning til erhvervsmæssig produktion vedrørende landbrug, gartneri, råstofudvinding o. lign;Bygning til erhvervsmæssig produktion vedrørende landbrug, gartneri;Bygning til træning og opstaldning af heste;"Stald&nbsp;";anden villa;Maskinhus,  garage mv.;Bed & breakfast bygning;Erhverv - Anden bygning til landbrug mv.;Erhverv - Lade til foder, afgrøder mv.;Bygning til erhvervsmæssig produktion vedrørende landbrug, gartneri, råstofudvinding o. lign;Landbrugsbygning;Svinestald;staldbygning;maskinhus;Udhuse;Pavillon;Andre bygninger til landbrug mv.;Anden bygning til serviceerhverv;Bygning til erhvervsmæssig produktion;Bygning til erhvervsmæssig produktion i;Anden bygning til produktion;Bygning til erhvervsmæssig produktion vedrørende industri, håndværk m.v. (fabrik, værksted o.lign.);(UDFASES) Bygning til erhvervsmæssig produktion vedrørende landbrug,;Garage (med plads til et eller to køretøjer);øvrige arealer;Anden bygning til transport, handel etc;Værksted 109 m2 + 3 vær. til bolig 94 m2;Brugsret kælderrum;City;Road;Road1;full_address;latitude;longitude
Villa;Salg;C;Fjernvarme/blokvarme;1965.0;4.0;1.0;2.0;184.0;25.0;754;3.695.000;3.28;Vester Alle 2, Strandhuse 6000 Kolding;Glæd jer til tilværelsen i denne indbydende ejendom, som ligger skønt i Strandhuse. Her er tale om en utrolig velholdt villa, der ligeledes er løbende moderniseret blandt andet med nyt tag og vinduer fra 2020. Samtidig er huset spækket med charmerende detaljer, og ude venter en dejlig, lukket have med masser af luft og lys. Fra matriklen er der gåafstand til skole, skov og vand.;6000;1996.0;;;2.0;6.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Kolding;Vester Alle 2, Strandhuse;Vester Alle 2;Vester Alle 2 Kolding;55.503037;9.532458
Villa;Salg;C;Fjernvarme/blokvarme;1979.0;4.0;1.0;1.0;128.0;;557;2.295.000;2.549;Friggasvej 85 6000 Kolding;Placeringen af denne villa i Kolding giver jer en strålende udsigt. Planløsningen er også en fordel med lyse opholdsmiljøer, et bryggers og et badeværelse samt to værelser, hvoraf det ene kan deles i to, så I får tre. Siden 2019 er der skiftet køkken og fornyet flere gulve, efterisoleret loft, installeret varmepumpe, fornyet døre og vinduer med trelagsglas, og senest er badeværelset moderniseret i 2023.;6000;;;20.0;1.0;13.0;;;;16.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Kolding;Friggasvej 85;Friggasvej 85;Friggasvej 85 Kolding;55.510171;9.51677
Villa;Salg;C;Fjernvarme/blokvarme;1965.0;5.0;1.0;1.0;116.0;22.0;667;1.975.000;2.204;Eliassensvej 58 6000 Kolding;Velkommen til denne indflytningsklare og velisolerede bolig på Eliassensvej 58 i Seest. Huset fra 1965 er i ét plan og byder på tre værelser, en vinkelstue, et køkken, et badeværelse, et bryggers og en hyggelig udestue. Udenfor finder I en garage for enden af indkørslen og en skøn have mod sydvest.;6000;;;;1.0;;;;;25.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Kolding;Eliassensvej 58;Eliassensvej 58;Eliassensvej 58 Kolding;55.476093;9.452504
Villa;Salg;C;Fjernvarme/blokvarme;1990.0;3.0;1.0;1.0;116.0;;617;;;Seestgårdvej 33, Seest 6000 Kolding;I et lukket vænge i Seest ligger denne nemme og fine etplansvilla og venter på at danne rammen om jeres hverdag de næste mange år. Huset har en god planløsning med tre værelser, et badeværelse, et bryggers, et køkken-alrum og en hyggelig stue. Endelig kan I udenfor nyde godt af en velanlagt og solrig have. Velkommen til Seestgårdvej 33.;6000;;;;1.0;27.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Kolding;Seestgårdvej 33, Seest;Seestgårdvej 33;Seestgårdvej 33 Kolding;55.482259;9.443983
Villa;Salg;D;Fjernvarme/blokvarme;1973.0;3.0;1.0;2.0;126.0;;742;1.845.000;2.57;Grønholtparken 20 6000 Kolding;I det rolige og børnevenlige Grønholtparken i Kolding nær Hylkedalen står denne villa nu klar til at danne rammen om jeres tilværelse. Boligen er løbende vedligeholdt, og her venter jer to værelser med mulighed for tre, et badeværelse, et gæstetoilet, et bryggers, et spisekøkken, en dagligstue og en udestue. Glæd jer også til at nyde den sydvendte have.;6000;;;33.0;1.0;;;;;25.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Kolding;Grønholtparken 20;Grønholtparken 20;Grønholtparken 20 Kolding;55.473501;9.459165
Villa;Salg;D;Fjernvarme/blokvarme;1972.0;3.0;1.0;1.0;119.0;;833;1.895.000;2.276;Bellahøjparken 58, Seest 6000 Kolding;Seest er en populær bydel i Kolding med mange tilbud, og jeres børn kan cykle til den attraktive Bakkeskolen, ligesom I bor nær Seest Mølleå og Kolding Ådal. Det er en velholdt villa, som står klar til jer, og med tre værelser får I plads til, at familien kan vokse, mens vinkelstuen er skøn til hverdag og livets fester. Haven er flot med flere terrasser.;6000;;;40.0;1.0;12.0;;;;23.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Kolding;Bellahøjparken 58, Seest;Bellahøjparken 58;Bellahøjparken 58 Kolding;55.485171;9.432856
Villa;Salg;D;Fjernvarme/blokvarme;1929.0;4.0;1.0;1.0;156.0;41.0;695;1.695.000;2.27;Erik Glippings Vej 29 6000 Kolding;Det er værd at lægge vejen forbi Erik Glippings Vej 29 i Kolding, hvis I søger en velindrettet villa med en attraktiv placering.Huset er velholdt ude som inde og byder familien velkommen til forældreafdeling og børneafsnit samt et køkken-alrum, der flyder sammen med stuearealet. Derudover kan den solrige have, den gode garage og den nærliggende natur også fremhæves som absolutte højdepunkter.I bosætter jer tæt på alt, men drager alligevel fordel af kvarterets ro. Nærmiljøet indeholder både Geografisk Have, Svanesøen og Djævlekløften såvel som indkøbsmuligheder, busforbindelse, Brændkjærskolen og daginstitution. Motorvejen er ligeledes let tilgængelig. Derudover er der et godt socialt sammenhod på gaden med årlige vejfester. Det er derfor ikke uden grund, at området er populært.Knap hundrede år er gået, siden huset blev en del af bybilledet, da ejendommen er opført i 1929.Den præsenterer sig flot med en rød murstensfacade, sprossede vinduer og en tilstødende garage, der også kan anvendes til værksted. Indenfor er der også løbende foretaget opdateringer, så I træder ind i et indbydende og nutidigt hjem. Alligevel emmer det hele af den historiske sjæl og charme.Planløsningen er veludnyttet med et åbent opholdsmiljø præget af hvide køkkenfronter, og der er tænkt over detaljerne, da stuen og køkkenet fik anden gulvbelægning i 2018. Dette udmærker sig nemlig af at være et akustikgulv med korkunderlag, hvilket minimerer støj samt skaber naturlig affjedring, og med børn eller husdyr på matriklen er den slidstærke overflade særligt praktisk.De øvrige kvadratmeter i stueplan er fordelt med et badeværelse med gulvvarme, et bryggers og et værelse, mens første sal rummer yderligere to soverum.Haven er lukket, hyggelig og solfyldt, hvilket kan opleves til fulde fra terrassemiljøet eller på den veltrimmede plæne, som også er ideel til leg.;6000;1976.0;;;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Kolding;Erik Glippings Vej 29;Erik Glippings Vej 29;Erik Glippings Vej 29 Kolding;55.476344;9.49046
Villa;Salg;A2020;Varmepumpe;2013.0;6.0;2.0;4.0;231.0;62.0;1.638;9.495.000;7.977;Fåborgvej 12 6000 Kolding;Det er svært at komme udenom den formidable panoramaudsigt over Kolding Fjord, I får med denne liebhaverbolig, der er opført i 2013 af BOPLAN HUSE. Hjemmet med gulvvarme overalt troner nydeligt frem fra sin høje beliggenhed med direkte vue til vandet. Glæd jer til kvalitetsmaterialer og en fantastisk atmosfære på alle tre etager. Ude venter en nem have og en stor, dobbelt garage med solcelleanlæg.;6000;;120.0;;3.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Kolding;Fåborgvej 12;Fåborgvej 12;Fåborgvej 12 Kolding;55.499802;9.504252
Villa;Salg;D;Fjernvarme/blokvarme;1935.0;6.0;2.0;2.0;162.0;;674;3.495.000;2.468;Dybbølvej 8 6000 Kolding;Få skridt fra skolen og alle byens tilbud i Kolding ligger denne charmerende villa fra 1935, hvis særlige karakter og detaljerige udsmykning henleder tankerne på de klassiske patriciervillaer. Villaen er meget velholdt og rummer tre fulde etager i flot stand og med skønne lysindfald. Hertil hører en opvokset have med hævet terrasse, og der er også en dobbelt carport.;6000;;81.0;41.0;2.0;;;;;;;;;;8.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Kolding;Dybbølvej 8;Dybbølvej 8;Dybbølvej 8 Kolding;55.477732;9.470147
Villa;Salg;D;Fjernvarme/blokvarme;1956.0;5.0;2.0;2.0;179.0;21.0;752;;;Bramdrupvej 21, Bramdrupdam 6000 Kolding;I den eftertragtede bydel Bramdrupdam i Kolding finder I denne karakteristiske og flotte villa. Foreningen af den oprindelige, nydeligt istandsatte bolig med den arkitekttegnede tilbygning fra 2017 skaber en sublim atmosfære og en suveræn planløsning. I kan se frem til lækre materialer hele vejen rundt, mens også udestuen og den hyggelige gårdhave er værd at bide mærke i.;6000;2017.0;10.0;36.0;2.0;;;;;16.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Kolding;Bramdrupvej 21, Bramdrupdam;Bramdrupvej 21;Bramdrupvej 21 Kolding;55.524634;9.469005
Villa;Salg;D;Fjernvarme/blokvarme;1965.0;4.0;1.0;1.0;116.0;32.0;820;;;Christoffer 2 Vej 39 6000 Kolding;I er tæt på stisystemer ud i naturen og samtidig det praktiske såsom indkøb i denne attraktive del af Kolding. Her kan I rykke ind i denne velindrettede etplansvilla, der byder på et spisekøkken, en stue og en udestue samt tre værelser, et badeværelse og et bryggers. Dertil kan I se frem til en solrig have fuld af charme.;6000;2005.0;;;1.0;8.0;;;;23.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Kolding;Christoffer 2 Vej 39;Christoffer 2 Vej 39;Christoffer 2 Vej 39 Kolding;55.474912;9.490678
Villa;Salg;C;Fjernvarme/blokvarme;1972.0;5.0;1.0;2.0;225.0;;727;3.695.000;3.186;Kastaniealle 58 6000 Kolding;Med en dejlig, ugeneret beliggenhed i Kolding ligger denne nyligt istandsatte villa, som har god plads til hele familien. Huset er lyst og har separate soveafsnit, store opholdsmiljøer og en anvendelig kælder samt gulvvarme i både kælder - og stueplan. Dertil kommer, at der er flotte udemiljøer i både stueplan og på førstesalen med en skøn udsigt.;6000;1993.0;44.0;26.0;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Kolding;Kastaniealle 58;Kastaniealle 58;Kastaniealle 58 Kolding;55.498104;9.447305
Villa;Salg;C;Fjernvarme/blokvarme;1977.0;5.0;1.0;2.0;161.0;;559;3.195.000;2.68;Frejasvej 55 6000 Kolding;Årstidernes skiften kan følges fra første parket, når flytter ind i denne villa på Frejasvej 55 i Kolding. Ejendommen er højt placeret i et attraktivt kvarter, og herfra kan I nyde en fantastisk udsigt til Kolding Fjord. Glæd jer til at overtage et velindrettet hjem med et lækkert køkken-alrum, en stue, tre værelser, et badeværelse, et gæstetoilet og et bryggers. Prikken over i’et er terrasserne.;6000;;;37.0;2.0;16.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Kolding;Frejasvej 55;Frejasvej 55;Frejasvej 55 Kolding;55.507654;9.511133
Villa;Salg;D;Fjernvarme/blokvarme;1953.0;10.0;2.0;3.0;315.0;20.0;1.294;3.995.000;3.743;Vonsild Stationsvej 5, Vonsild 6000 Kolding;Slå jer ned i Vonsild, hvor denne store, indbydende rødstensvilla venter jer. I får fornøjelsen af en solid ejendom fra 1953 med nyere tegltag fra 2020, som dertil råder over et tidssvarende interiør, og med hele 425 etagemeter får I utallige udfoldelsesmuligheder. Blandt andet kan det fremhæves at der er en en selvstændig lejlighed og en pragtfuld og privat have med hyggelig solterrasse.;6000;1968.0;110.0;;3.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Kolding;Vonsild Stationsvej 5, Vonsild;Vonsild Stationsvej 5;Vonsild Stationsvej 5 Kolding;55.456906;9.477801
Villa;Salg;C;Fjernvarme/blokvarme;1988.0;5.0;2.0;2.0;157.0;;628;2.695.000;2.74;Seestgårdvej 37, Seest 6000 Kolding;Det er på et lukket vænge i den herlige Kolding-bydel Seest, at I finder denne velindrettede etplansvilla med separat forældreafdeling og hertil tre store børneværelser på henholdsvis 16 m2, 14 m2 og 12 m2 i egen afdeling. Hjemmet byder også på to badeværelser, et bryggers og et åbent opholdsmiljø, mens I udendørs vil værdsætte den nemme have med flere terrasser. I råder til slut over et udhus samt en carport med skur i forlængelse.;6000;1994.0;;35.0;1.0;26.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Kolding;Seestgårdvej 37, Seest;Seestgårdvej 37;Seestgårdvej 37 Kolding;55.48209;9.443469
Villa;Salg;E;Fjernvarme/blokvarme;1962.0;4.0;1.0;2.0;145.0;;917;2.495.000;2.735;Hertug Abels Vej 19 6000 Kolding;Under 500 meter fra hverdagens fornødenheder i Kolding står denne flotte villa klar til at slå dørene op for en ny familie. Boligen fordeler sig over en stor stue, et køkken-alrum, fire værelser og et badeværelse, mens kælderen supplerer med endnu et badeværelse og et disponibelt rum. Udenfor venter en solrig terrasse og en dejlig have. Velkommen til.;6000;1977.0;37.0;;;18.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Kolding;Hertug Abels Vej 19;Hertug Abels Vej 19;Hertug Abels Vej 19 Kolding;55.477424;9.487039
Villa;Salg;D;Fjernvarme/blokvarme;1959.0;3.0;1.0;1.0;93.0;;542;1.395.000;2.16;Solsortevej 19 6000 Kolding;Find jer til rette i denne indbydende etplansvilla, hvor en attraktiv beliggenhed i Kolding følger med. I får fornøjelsen af et lyst, moderniseret hus med nyere tag og vinduer, der passer perfekt til den beskedne børnefamilie, som ønsker en overkommelig og indflytningsklar bolig tæt på alle hverdagens fornødenheder. Derudover kan I se frem til en stor, dejlig have.;6000;;;;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Kolding;Solsortevej 19;Solsortevej 19;Solsortevej 19 Kolding;55.50136;9.462585
Villa;Salg;F;Centralvarme med én fyringsenhed;1961.0;3.0;1.0;1.0;101.0;23.0;742;1.225.000;1.85;Istedvej 3 6000 Kolding;Beliggenheden mellem midtbyen og det nye butiksområde i Kolding Syd er perfekt for jer, der vil have alt tæt på, og tilmed bor I, så børnene kan gå til skolen, ligesom pendleren nemt når motorvejen. Ejendommen her sælges til byggegrund eller totalrenovering, så I får mulighed for at tilpasse omgivelserne jeres behov. Beliggenheden er ugeneret, og der følger en god, stor have med.;6000;;;23.0;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Kolding;Istedvej 3;Istedvej 3;Istedvej 3 Kolding;55.475043;9.475279
Villa;Salg;C;Fjernvarme/blokvarme;1988.0;5.0;2.0;2.0;149.0;;601;2.350.000;2.739;Augustvænget 46, Bramdrupdam 6000 Kolding;Nu kan I blive de heldige ejere af denne velgjorte etplansvilla, der foruden sin fornemme beliggenhed i skønne Bramdrupdam byder på et ideelt hjem til familien med fire værelser, to badeværelser og et lækkert, rummeligt opholdsmiljø med køkken-alrum og stue i ét. Bemærk også den dejlige have.;6000;1999.0;;39.0;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Kolding;Augustvænget 46, Bramdrupdam;Augustvænget 46;Augustvænget 46 Kolding;55.526057;9.483699
Villa;Salg;D;Fjernvarme/blokvarme;1956.0;4.0;2.0;2.0;104.0;16.0;756;1.845.000;2.382;Kastaniealle 26 6000 Kolding;Med en god beliggenhed i det vestlige Kolding tæt på naturen ved Kolding Ådal ligger denne velholdte villa med 208 veludnyttede etagemeter, der inkluderer to værelser, to badeværelser, to køkkener, en hyggelig stue og en fuld underetage med gode rum. Udenfor får I en lukket have beplantet med flotte frugttræer, som I kan nyde fra den overdækkede terrasse bagerst i haven.;6000;1976.0;104.0;;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Kolding;Kastaniealle 26;Kastaniealle 26;Kastaniealle 26 Kolding;55.49755;9.452088
Villa;Salg;E;Fjernvarme/blokvarme;1960.0;3.0;1.0;1.0;128.0;;907;1.795.000;2.544;Chr. Winthers Vej 7 6000 Kolding;I et populært kvarter i Kolding ligger denne villa, der præsenterer sig velholdt og i pæn stand. Planløsningen byder på tre værelser, en stor opholdsstue, en udestue, et køkken og et badeværelse, og som bonus får I ekstra plads i den højtliggende kælder med tre disponible rum, et vaskerum og et viktualierum. Udenfor har I glæde af en niveauforskudt have, der har en fin, grøn beplantning.;6000;1997.0;51.0;;1.0;11.0;;;;16.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Kolding;Chr. Winthers Vej 7;Chr. Winthers Vej 7;Chr. Winthers Vej 7 Kolding;55.4880211;9.4538619
