Type,Udbudsform,Energimærke,Varmekilde,Byggeår,Rum,Bad,Toilet,Plan,Boligareal,Kælder,Garage,Grundareal,Kontantpris,Ejerudgift,address,Ombygget,Carport,Udhus,Fritliggende overdækning,Etage,Leje pr. md.,Depositum,Udestue,Ukendt bygning,Vindfang,Overdækket areal,Overdækning,Hønsehus,Legehus,Lade og garage,Tiloversbleven landbrugsbygning,Udhus (gildesal),Erhverv,Købspris,Teknisk Pris,Ydelse,Drivhus,"Stald til kvæg, får mv.","Maskinhus, garage mv.","Lade til foder, afgrøder mv.",pulterrum,Fritliggende udestue,Væksthus,Bygning til industri uden integreret produktionsapparat,Altan,Skur,,overdækket areal,Anneks,Anneks i tilknytning til helårsbolig.,Anden bygning til landbrug mv.,altan/terrasse,Overdækket terrasse,Lade/garage,Maskinhus,"(UDFASES) Bygning til erhvervsmæssig produktion vedrørende landbrug, gartneri, råstofudvinding o. lign",Pulterrum,kælderrum,Pejsestue,Stald,Lade,Kælderrum,Loftrum,Altan ,Anneks i tilknytning til fritids- og sommerhus,Fritliggende enfamiliehus,"Lade til halm, hø mv.",Ukendt,Depotrum ,Fyrrum,Værksted,Maskinhus&nbsp;,Staldbygning,altan,Drivhus 2,Sommerhus,kælder,Redskabsrum,Garage/udhus,Bolig,Disp. rum,Brændeskur,Anden bygning til serviceerhverv,Udestue ,Stald til svin,Stald til fjerkræ,Bygning til kontor,Landbrugsbygning,Svinestald,tagetage,Cykelskur,Udhuse,Bygning til detailhandel,udestue,garage/udhus,værksted,"maskinhus, garage mv.",Andre bygninger til landbrug mv.,Overdækning/brændeskur,Indendørs swimmingpool rum,Overdækkede arealer,Carport/udhus,Fællesrum i bygning 2 (værksted) ,Carport/Skur,altan/tagterrasse,areal af åben altan/tagterrasse,Anneks indeholdt i det samlede boligareal,Depotrum,Bygning til lager,Overdækket terrasse ,"Anden bygning til transport, handel etc",Værksted 109 m2 + 3 vær. til bolig 94 m2,"Bygning til erhvervsmæssig produktion vedrørende landbrug, gartneri",Underetage,Hestestald,Ridehal,Anden bygning til fritidsformål,Beboelse,Swimming pool,Erhverv - Værksted/Lade bygning,"Nørrebro 8B, stuen Værksted ",Andel fælleshus,Kælder under garage,balkonareal,Lagerbygning,Anden bygning til institutionsformål,Kælderum ,Pulterrum på loftet,Loftværelse ,"Kælder, jf. BBR-meddelelse",Stald&nbsp;,Pavillon,tagterrasse,Gammel mølle - bygning til fritidsformål,Badeværelse i kælder godkendt til beboelse,Parkeringspergola,anden villa,"Bygning til erhvervsmæssig produktion vedrørende landbrug, gartneri, råstofudvinding o. lign",Hundehus,Bygning til erhvervsmæssig produktion,Bygning til erhvervsmæssig produktion i,210,Anden bygning til produktion,Fritliggende udhus,Pulterrum i kælder,Anden bygning til helårsbeboelse,Orangeri,Overdækket areal ,Teknikrum,Isoleret skur/disponibelt rum,Overdækket terasse,staldbygning,maskinhus,Værksted/erhverv,Garage/Værksted,Lejlighed,Altan/terrasse,hobbyrum/indbygget udhus,stue/udestue,Depotrum i kælder,Bygning til træning og opstaldning af heste,Udekøkken/Udhus,Brugsret kælderrum,Erhvervsdel,Andel i fællesareal,Udhus/Værksted,Overterrasse/overdækning,Vaskehus,Overdækket altan,Erhvervsareal,Anneks med erhvervsstatus,Overdækket terrasse jf. fælles BBR,Overdækket arealt,Minkhal,Lysthus (ikke registreret på BBR),Garage (ikke registreret på BBR),Loftsrum,depotrum,Bygning til parkering af flere end to køretøjer i tilknytning til boliger,Kælder i maskinhus,Garage i kælder,hems og loftrum,øvrige arealer,Dobbelthus,Bygning til parkering- og transportanlæg,Fordelingstal:   238/710,Altan på ca. 6m2,Uudmyttet loftsrum,Værksted/udhus,overdækning,Erhverv - Anden bygning til landbrug mv.,"Erhverv - Lade til foder, afgrøder mv.",Strygestue,Skabsrum,Viktuolierum,Kælderum,garage,Erhverv. Heraf er 30m² udhus inkluderet.,Carport/Udhus,Voliere,Havepavillion,Carport/skur,udhus med indbygget carport på 21 kvm
Villa,Salg,C,Fjernvarme/blokvarme,1986,5,1,2,3,192,94,82,1.035,6.850.000,4.594,"Harevænget 67, Strandhuse 6000 Kolding",2007,22,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rækkehus,Salg,A2010,Fjernvarme/blokvarme,2018,4,1,2,2,150,,,245,7.495.000,5.454,Mølleåparken 10C 2800 Lyngby,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villa,Salg,A2010,Fjernvarme/blokvarme,2014,5,2,2,1,145,,,599,7.495.000,5.385,Runebergs Alle 52 2860 Søborg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villa,Salg,E,Centralvarme med én fyringsenhed,1965,4,1,1,,84,,,798,625.000,2.038,Engmosevej 1 4534 Hørve,,,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Landejendom,Salg,B,Varmepumpe,1880,5,1,1,2,173,,,"2,4 ha",2.795.000,1.955,"N A Jensensvej 18, Tornby 9850 Hirtshals",1974,,82,,,,,,,,,,,,,281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rækkehus,Salg,F,Elvarme,1979,2,1,1,1,72,,,206,1.995.000,2.285,Langdraget 213 3250 Gilleleje,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rækkehus,Salg,C,Centralvarme med én fyringsenhed,1981,3,1,2,1,110,,,239,1.595.000,1.687,Solsikkevej 3 5700 Svendborg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villa,Salg,A2015,Varmepumpe,2022,7,2,2,,188,,,915,4.950.000,3.673,Søndermarken 82 4340 Tølløse,,41,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rækkehus,Salg,C,Fjernvarme/blokvarme,1945,5,1,1,2,113,59,,260,5.895.000,4.446,Åløkkevej 28A 2720 Vanløse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rækkehus,Salg,B,Fjernvarme/blokvarme,2006,3,1,1,1,104,,,203,2.498.000,2.346,"Ormslevbakken 16, Ormslev 8260 Viby J",,,5,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villa,Salg,A2010,Jordvarme,1927,,1,3,1,144,,,10.714,1.348.000,2.053,"Ringkøbingvej 259, Hindsig 6800 Varde",1978,,,,,,,,,,,,,,,,320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rækkehus,Salg,C,Varmepumpe,1988,4,1,1,2,99,48,,121,1.985.000,2.784,Kignæshaven 14 3630 Jægerspris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rækkehus,Salg,B,Fjernvarme,2008,3,1,1,2,82,,,86,2.248.000,1.979,Helenelyst 396 8220 Brabrand,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villa,Salg,A2015,Fjernvarme,2017,5,2,2,1,151,,,1.071,3.995.000,2.708,Bærmosehøjen 93 8380 Trige,,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villa,Salg,A2020,Fjernvarme,2023,5,2,2,1,188,,46,993,4.295.000,2.751,Åbakkevænget 82 5462 Morud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villa,Salg,A2010,Varmepumpe,1912,6,2,2,2,251,,62,5.516,3.395.000,2.386,"Skivholmevej 36, Borum 8471 Sabro",2011,,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lejlighed,Salg,B,Fjernvarme/blokvarme,1917,2,1,1,1,87,,,2.412,5.495.000,2.942,"Puggaardsgade 18, 1. th. 1573 København V",2015,,,,1.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lejlighed,Salg,C,Fjernvarme,1985,3,1,1,1,94,,,,3.298.000,3.850,"Vestervang 34, 2. tv. 8000 Aarhus C",,,,,2.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villa / Fritidsbolig,Salg,C,Fjernvarme,1870,5,1,1,2,142,,,839,795.000,1.436,Birketvej 26A 4941 Bandholm,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villa,Salg,C,Fjernvarme/blokvarme,1987,4,1,1,1,99,,,450,2.595.000,2.677,Hasselbakken 44 8361 Hasselager,,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lejlighed,Salg,C,Fjernvarme,1938,2,1,1,1,66,,,,,,"Carl Nielsens Allé 2, 2. th. 2100 København Ø",,,,,2.,,,,,,,,,,,,,2028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rækkehus,Salg,A2015,Fjernvarme,2020,4,1,1,1,112,,,392,3.500.000,1.662,Eskebæk 5A 8660 Skanderborg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rækkehus,Salg,C,Centralvarme med én fyringsenhed,1945,5,1,2,3,88,44,,298,5.195.000,3.879,Bondehavevej 79 2880 Bagsværd,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fritidsbolig,Salg,,Elvarme,1958,4,1,1,1,74,,,958,2.795.000,2.731,Solhøj 14 3100 Hornbæk,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villa,Salg,E,Fjernvarme/blokvarme,1949,4,2,2,3,93,53,20,827,1.895.000,2.390,"Vennelystvej 17, Kristrup 8960 Randers SØ",,,10,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Helårsgrund,Salg,,,,,,,,,,,883,295.000,499,"Blommehaven 1, Snogebæk 3730 Nexø",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andelsbolig,Salg,B,Fjernvarme/blokvarme,2004,3,1,1,1,99,,,3.277,,,Markvænget 8 8981 Spentrup,,24,,,,,,,,,,,,,,,,,279.000,285.833,5.770 mdr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lejlighed,Salg,F,Fjernvarme,1934,5,1,1,1,78,,,,1.495.000,2.203,"Sundvej 69A, 2. tv. 8700 Horsens",1977,,,,2.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Landejendom,Salg,D,"Varmepumpe/ solceller, fastbrændselsfyr",1900,1,1,1,2,70,,,8 ha,1.100.000,1.353,Viborgvej 349 7540 Haderup,,,16,,,,,,,,,,,,,300,,,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fritidsbolig,Salg,,Elvarme,1969,4,1,1,1,57,,,2.714,895.000,1.985,"Sandbakken 33, Bratten 9981 Jerup",,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villa,Salg,D,"Fjernvarme,",1962,5,1,2,1,136,,17,592,745.000,1.892,Mosevænget 6 6440 Augustenborg,1976,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villa,Salg,C,Fjernvarme,1975,4,1,2,1,142,,,928,3.498.000,3.274,Hunderosevej 11A 8541 Skødstrup,,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villalejlighed,Salg,F,Fjernvarme,1906,3,1,1,,70,55,,315,995.000,2.374,"Grejsdalsvej 53, st.. 7100 Vejle",,,,,st.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villa,Salg,A2020,Varmepumpe,2020,6,2,2,1,170,,,1.051,5.550.000,4.266,Oldhøjen 90 4300 Holbæk,,41,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villa,Salg,D,Fjernvarme,1967,4,1,2,1,149,,34,700,1.295.000,1.693,Fridtjof Nansens Vej 7 9900 Frederikshavn,2000,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villa,Salg,C,Fjernvarme/blokvarme,1978,7,2,2,,142,,,1.248,3.595.000,4.166,Tisvilde Bygade 14B 3220 Tisvildeleje,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villa,Salg,C,Fjernvarme/blokvarme,1962,5,2,2,,116,,,837,798.000,1.406,Gråkærsvej 5 8444 Balle,,24,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rækkehus,Salg,A2020,Varmepumpe,2022,3,2,2,1,115,,,280,3.895.000,4.610,Lauravej 13 4040 Jyllinge,,15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villa,Salg,D,Fjernvarme,1935,4,1,1,2,95,95,17,788,4.998.000,3.503,Carit Etlars Vej 27 8230 Åbyhøj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villa,Salg,C,Fjernvarme,1965,4,2,2,1,141,,21,720,2.895.000,2.213,Lucernevej 21 8700 Horsens,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lejlighed,Salg,C,Fjernvarme/blokvarme,1953,4,1,1,1,82,,,,4.995.000,3.933,"Moltkesvej 65, 1. th. 2000 Frederiksberg",,,,,1.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rækkehus,Salg,C,Fjernvarme/blokvarme,2005,3,1,1,1,76,,,199,1.195.000,1.484,Lyngparken 34B 4400 Kalundborg,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lejlighed,Salg,C,Fjernvarme,1986,2,1,1,1,73,,,,2.798.000,2.505,"Frederiks Allé 28, 4. g. 8000 Aarhus C",2007,,,,4.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villa,Salg,D,Naturgas,1898,3,1,1,2,95,,,730,775.000,761,"Vejlevej 63, Givskud 7323 Give",1975,,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villa,Salg,C,Fjernvarme/blokvarme,1923,6,2,2,2,137,,26,862,2.045.000,2.227,"Brogade 12, Terslev 4690 Haslev",1981,,11,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
